model,estimate,std_error
3,1,2.86154648555763e-17
1,1,5.84866516283403e-17
2,1,2.37792014653459e-17
3,1,3.96978705846297e-17
1,1,1.66063035540526e-17
2,1,6.96606923319701e-18
3,1,1.97981733251391e-17
1,1,2.77291017710495e-17
2,1,7.03205017039845e-17
3,1,1.01950483082783e-16
1,1,1.79876870578221e-17
2,1,8.93554137996482e-18
3,1,1.98907867605734e-17
1,1,5.49515279183694e-17
2,1,1.70889457686772e-17
3,1,1.95596117608818e-17
1,1,5.01888004798428e-18
2,1,1.9560634464155e-17
3,1,2.48356307365588e-17
1,1,3.51969660323578e-17
2,1,1.05767937733994e-17
3,1,4.72540416334249e-17
1,1,3.6051010916017e-17
2,1,2.16429305309572e-17
3,1,2.35152525707511e-17
1,1,1.15523972679683e-16
2,1,3.498100565946e-17
3,1,3.47441211772821e-17
1,1,2.59237989591828e-17
2,1,3.9475015586215e-17
3,1,7.83085260047322e-17
1,1,6.59163894242289e-18
2,1,1.95743102987801e-17
3,1,1.9589940223782e-17
1,1,3.93416680785429e-17
2,1,7.1322981211439e-18
3,1,9.05935581210751e-18
1,1,1.38163733632284e-17
2,1,1.63734401337108e-17
3,1,1.66849216665462e-17
1,1,5.53183306327979e-18
2,1,1.31772720872934e-17
3,1,4.30226937883904e-17
1,1,6.66747257488215e-17
2,1,5.04290749647498e-17
3,1,5.8252250362972e-17
1,1,1.06374686816215e-17
2,1,1.04738604475983e-17
3,1,1.48651562609085e-17
1,1,5.04566739927924e-18
2,1,5.76750300238934e-18
3,1,7.43161812588224e-18
1,1,2.47215424143953e-18
2,1,2.44527202356862e-17
3,1,3.27648356897977e-17
1,1,1.29561002460968e-17
2,1,7.24248347825485e-18
3,1,2.44718823324608e-17
1,1,5.37152577728275e-17
2,1,4.39912014812711e-17
3,1,9.22458612860648e-17
1,1,4.70478682298082e-17
2,1,3.90133831053625e-17
3,1,4.84603078459184e-17
1,1,2.07752671133189e-17
2,1,4.2070377921746e-17
3,1,4.29373597014818e-17
1,1,1.68246588377452e-17
2,1,1.11018656766638e-17
3,1,1.94216541399814e-17
1,1,2.60886941546845e-17
2,1,2.02522369380336e-17
3,1,3.63223120494258e-17
1,1,1.15280259263307e-17
2,1,6.49931592434148e-17
3,1,7.14578654933775e-17
1,1,2.15383281988353e-17
2,1,9.60312528781381e-18
3,1,1.47159173041548e-17
1,1,4.1694314713575e-17
2,1,2.42457553474327e-17
3,1,2.97487733460736e-17
1,1,6.70953500661193e-17
2,1,1.88739269037213e-17
3,1,4.10977577378076e-17
1,1,2.81246679919255e-17
2,1,1.02482290719164e-17
3,1,1.04093139308293e-17
1,1,6.42318975978696e-17
2,1,8.63096529876605e-18
3,1,1.07044048538318e-17
1,1,4.38183518935838e-17
2,1,5.45674049660058e-17
3,1,5.56406073474808e-17
1,1,2.12917507565001e-17
2,1,1.01681324940039e-17
3,1,2.33870841686751e-17
1,1,9.99403273299008e-18
2,1,6.05702766470408e-19
3,1,7.03971023382223e-19
1,1,1.93036168507631e-17
2,1,4.83073564601889e-17
3,1,4.99429369958263e-17
1,1,5.0966279231353e-17
2,1,4.61917373124593e-17
3,1,1.13442159102276e-16
1,1,2.58447634884335e-17
2,1,2.16508431105705e-17
3,1,3.46715401448324e-17
1,1,5.92662997147604e-17
2,1,3.34737587174899e-17
3,1,3.61774005852143e-17
1,1,1.37606431420325e-17
2,1,6.86491740410537e-18
3,1,1.00215240238227e-17
1,1,4.51072072094567e-17
2,1,3.74190180270621e-18
3,1,3.87072982386414e-18
1,1,4.15489148619842e-17
2,1,5.54564114563064e-18
3,1,6.59908598083366e-18
1,1,1.19169686797536e-17
2,1,1.51654640182892e-17
3,1,1.52824810196971e-17
1,1,3.27978159620741e-17
2,1,2.87643078276153e-17
3,1,3.17572709226811e-17
1,1,1.02474052401502e-17
2,1,2.08309348787507e-17
3,1,3.37617097251734e-17
1,1,8.4277922534477e-18
2,1,8.69320192186137e-18
3,1,8.93519941626725e-18
1,1,1.39795817451888e-17
2,1,2.3776411168549e-17
3,1,2.37439776562672e-17
1,1,2.09502110420097e-17
2,1,9.20235884512829e-18
3,1,1.55736066910744e-17
1,1,2.72773069574484e-17
2,1,3.91505528796329e-17
3,1,6.13543742330747e-17
1,1,1.12341439297192e-17
2,1,2.52703310603602e-17
3,1,3.15801502495308e-17
1,1,8.3985974829767e-18
2,1,2.08730769078516e-17
3,1,3.0166179342493e-17
1,1,5.0911944745576e-18
2,1,2.35948078958462e-17
3,1,3.1894937758114e-17
1,1,5.37022612564038e-17
2,1,1.8494507143522e-17
3,1,3.60076224000584e-17
1,1,2.49220016772315e-17
2,1,3.72742346663628e-17
3,1,8.79573393968074e-17
1,1,9.53220795742272e-18
2,1,3.99782655461269e-17
3,1,5.40678433378473e-17
1,1,4.61946507575547e-17
2,1,1.97474457366231e-17
3,1,3.0756990500373e-17
1,1,2.14844848600057e-17
2,1,5.08616943803313e-17
3,1,5.04039154206851e-17
1,1,2.50013255292078e-17
2,1,3.36984085252635e-17
3,1,4.15361554992283e-17
1,1,5.67936866841218e-18
2,1,2.16855929291734e-17
3,1,6.54958612882813e-17
1,1,8.36321018545489e-18
2,1,1.94045177184663e-17
3,1,4.51573041805536e-17
1,1,4.69374896423363e-17
2,1,5.86867914922233e-17
3,1,9.0828249395085e-17
1,1,2.4651648683061e-17
2,1,1.87401691719898e-17
3,1,5.14731914019425e-17
1,1,7.83499031072851e-17
2,1,8.9675399507973e-17
3,1,8.93658500116607e-17
1,1,6.56734236188458e-18
2,1,1.64587376020167e-17
3,1,4.83514141044138e-17
1,1,4.58013546303906e-17
2,1,1.758300663327e-17
3,1,1.7675604368977e-17
1,1,1.25241333900011e-17
2,1,7.34592413140928e-18
3,1,7.91360195516191e-18
1,1,2.17955008391253e-17
2,1,1.97389576843408e-17
3,1,2.12482599629692e-17
1,1,2.70603849894926e-17
2,1,2.63536973105614e-17
3,1,4.32202872323122e-17
1,1,4.41974428544096e-17
2,1,1.02652701087278e-17
3,1,2.21884330596588e-17
1,1,7.59452779414645e-17
2,1,5.08593370451243e-17
3,1,5.90446449957786e-17
1,1,2.0785035003948e-17
2,1,1.14897040247265e-16
3,1,1.16396549771404e-16
1,1,2.34552537109097e-17
2,1,1.84926102079385e-17
3,1,1.92180275819e-17
1,1,4.75415287816749e-17
2,1,4.70233987274459e-17
3,1,5.71790775668052e-17
1,1,2.1379754035636e-17
2,1,2.2490227416397e-17
3,1,2.5905700005421e-17
1,1,3.66026201268329e-17
2,1,2.91582055410544e-17
3,1,5.51659449165261e-17
1,1,5.75415094404319e-18
2,1,3.95686629667174e-18
3,1,6.81809263533983e-18
1,1,1.17617456401622e-17
2,1,1.25311410739683e-17
3,1,1.39249624012891e-17
1,1,6.45448517919007e-18
2,1,1.07312554944696e-17
3,1,1.84705396155875e-17
1,1,2.57404290869604e-17
2,1,2.20195221821081e-17
3,1,4.2876262140436e-17
1,1,3.69443933588823e-17
2,1,6.82258583894054e-17
3,1,8.98350805275424e-17
1,1,1.12455426339384e-17
2,1,3.64687468515253e-17
3,1,4.56566861514533e-17
1,1,7.22449362859734e-17
2,1,1.21534518329327e-17
3,1,1.27100095417098e-17
1,1,4.74528829581885e-17
2,1,4.08873301845051e-17
3,1,5.15228733913962e-17
1,1,4.94694014586393e-18
2,1,7.51875858469041e-17
3,1,9.01140172619104e-17
1,1,1.90674207792534e-17
2,1,4.32062494937965e-17
3,1,1.27323005064453e-16
1,1,1.911343360353e-17
2,1,8.8361563096957e-17
3,1,1.04449884327135e-16
1,1,4.89581981252751e-17
2,1,7.67725882478063e-18
3,1,9.98490727088556e-18
1,1,6.22834544594223e-17
2,1,5.0511494976416e-17
3,1,1.51701659073802e-16
1,1,6.76355869138257e-17
2,1,4.70767831822888e-17
3,1,4.946979986351e-17
1,1,1.82188130445637e-17
2,1,2.52962282439392e-17
3,1,2.73113298011344e-17
1,1,2.62947920829966e-17
2,1,2.56527327351778e-17
3,1,5.84854536923611e-17
1,1,2.10148981763975e-17
2,1,1.9450659372445e-17
3,1,3.05474923469074e-17
1,1,2.56544925924762e-17
2,1,2.84464849100261e-17
3,1,3.23666296985319e-17
1,1,1.4001180699713e-17
2,1,2.08248090874826e-17
3,1,2.56034459727842e-17
1,1,6.44164245092684e-17
2,1,2.58222022913573e-17
3,1,2.62437461530915e-17
1,1,6.19625530353396e-18
2,1,4.53982629791993e-18
3,1,5.26702045903981e-18
1,1,1.89660966775781e-17
2,1,1.85156630878715e-17
3,1,2.81181622313506e-17
1,1,1.75899160333367e-17
2,1,1.52364440944959e-17
3,1,2.76908685698775e-17
1,1,1.98065891022865e-17
2,1,8.1026464677448e-18
3,1,1.62167639603175e-17
1,1,1.48293044481787e-17
2,1,9.43660581719479e-18
3,1,9.74937933298514e-18
1,1,8.8785043472806e-17
2,1,3.84923043759797e-17
3,1,4.36831524713415e-17
1,1,1.69316113857206e-17
2,1,5.64462652730765e-18
3,1,1.3685386723121e-17
1,1,1.25619175709759e-16
2,1,2.73079971834699e-17
3,1,2.83123544606527e-17
1,1,4.29383272302129e-18
2,1,4.31507798964078e-17
3,1,5.06931581123727e-17
1,1,3.11107707156955e-17
2,1,6.42892269372873e-17
3,1,6.49596532779532e-17
1,1,3.05558800840669e-17
2,1,2.76490335311061e-17
3,1,3.32681279785563e-17
1,1,3.33678906870029e-17
2,1,8.29091915632772e-18
3,1,1.21155590849055e-17
1,1,2.81694914280104e-17
2,1,5.92612523621823e-17
3,1,5.97053981325276e-17
1,1,6.09997908067969e-17
2,1,1.92475504346616e-17
3,1,2.3324021615406e-17
1,1,1.27173974183183e-17
2,1,2.47495835960642e-17
3,1,3.4557758104515e-17
1,1,2.90552199168818e-17
2,1,1.01069559299871e-17
3,1,1.02023796501998e-17
1,1,2.99509475880281e-17
2,1,1.99519575787315e-17
3,1,2.64559978644928e-17
1,1,3.96850162830137e-17
2,1,5.25694411541935e-17
3,1,5.30580612309964e-17
1,1,5.86913765648631e-18
2,1,2.02605998452464e-17
3,1,1.99976079924787e-17
1,1,2.68562986353739e-17
2,1,2.50109551833898e-17
3,1,2.54842555724647e-17
1,1,2.33526437270291e-17
2,1,2.11672481574913e-17
3,1,2.66838301080188e-17
1,1,2.13353404823888e-17
2,1,6.2644615568809e-17
3,1,1.22118088959999e-16
1,1,2.18872357360531e-17
2,1,2.31111664942662e-17
3,1,5.50349519598182e-17
1,1,3.49969766723734e-17
2,1,4.21477372365316e-17
3,1,4.35507629973072e-17
1,1,2.92788242563377e-17
2,1,7.99527499263963e-17
3,1,8.01470306950431e-17
1,1,4.95113417485436e-17
2,1,1.53868845395928e-17
3,1,1.7113122472852e-17
1,1,2.3611640976731e-17
2,1,3.15806116642257e-17
3,1,6.73493299085104e-17
1,1,9.911606095506e-18
2,1,9.03674037077142e-18
3,1,9.02933118975447e-18
1,1,2.56668009626401e-17
2,1,2.07187318741821e-17
3,1,3.98927769079088e-17
1,1,2.54618637644549e-17
2,1,6.47925836403731e-17
3,1,8.31066962606538e-17
1,1,1.73533124954877e-17
2,1,8.9943554370859e-17
3,1,1.49197277342325e-16
1,1,2.25275720968375e-17
2,1,1.35277422097065e-17
3,1,1.95814615656445e-17
1,1,4.50837809589988e-17
2,1,8.25206714683796e-18
3,1,1.43828198200969e-17
1,1,2.67333514015152e-17
2,1,1.50860277642348e-17
3,1,1.50066587820215e-17
1,1,2.30573028886126e-17
2,1,5.43915490850675e-17
3,1,7.08555917138093e-17
1,1,1.4725503134912e-17
2,1,8.81330626008983e-18
3,1,1.07282218023867e-17
1,1,5.74688432954672e-17
2,1,4.29531005777968e-17
3,1,4.27243748974117e-17
1,1,1.55702393674021e-17
2,1,8.72424641274893e-18
3,1,1.63492186126051e-17
1,1,1.06725744844013e-16
2,1,1.0421881765903e-17
3,1,2.1582092280493e-17
1,1,4.60542169638995e-17
2,1,1.97291160513477e-17
3,1,3.27236585782258e-17
1,1,2.68706037995102e-17
2,1,5.87541120972792e-17
3,1,7.30000113910879e-17
1,1,2.69334586692805e-17
2,1,1.54193597233616e-17
3,1,1.67628638745672e-17
1,1,3.0325955343415e-17
2,1,5.12971563153562e-17
3,1,1.37289806403234e-16
1,1,8.240125539239e-17
2,1,2.03336855530237e-17
3,1,2.0549197296069e-17
1,1,8.19555757178582e-18
2,1,8.62876487637553e-18
3,1,1.03176415701604e-17
1,1,9.01312515632936e-18
2,1,8.98761433902857e-18
3,1,1.31468591081286e-17
1,1,9.05680077570062e-18
2,1,4.51580203810803e-17
3,1,8.02753455206027e-17
1,1,2.57433798466397e-17
2,1,1.34015489760111e-17
3,1,2.25185854956469e-17
1,1,6.90896641595982e-17
2,1,5.31664847511587e-17
3,1,5.34668046439108e-17
1,1,9.94811910732598e-18
2,1,1.24489107745397e-16
3,1,1.23601579283041e-16
1,1,2.61793092900295e-17
2,1,6.32990575374279e-17
3,1,7.71424085858791e-17
1,1,2.47681207286426e-17
2,1,2.05379258665401e-17
3,1,2.91269280007059e-17
1,1,3.01007418472577e-17
2,1,5.4565365663068e-17
3,1,6.17534488836578e-17
1,1,3.74947626973173e-17
2,1,2.37527342849875e-17
3,1,3.93345255777543e-17
1,1,3.86132283138247e-17
2,1,1.54473508803263e-17
3,1,1.57921672113664e-17
1,1,1.75964542926904e-17
2,1,2.44963258027108e-17
3,1,3.50220089516644e-17
1,1,3.91877980355017e-17
2,1,1.94230774164365e-17
3,1,1.94735660527892e-17
1,1,8.58158246021375e-17
2,1,2.50908574291407e-17
3,1,3.90273894522592e-17
1,1,2.82697567927573e-17
2,1,5.75138738806181e-17
3,1,1.57041335615241e-16
1,1,4.43440742580845e-17
2,1,1.63572722911242e-17
3,1,4.88376019411262e-17
1,1,5.21884851936392e-17
2,1,9.0174459095891e-18
3,1,8.99206901464225e-18
1,1,8.17246817736344e-18
2,1,3.55948713679538e-17
3,1,3.62451522726079e-17
1,1,1.97520274609291e-17
2,1,9.85950794900552e-18
3,1,1.05348259897281e-17
1,1,4.61031146964438e-17
2,1,1.17987564124077e-17
3,1,1.18581523065295e-17
1,1,8.21068768660499e-17
2,1,5.80455402739866e-17
3,1,5.97269237449966e-17
1,1,2.28141305896728e-17
2,1,4.4350544771034e-17
3,1,5.08296620370662e-17
1,1,3.43265491214852e-17
2,1,1.99642566838399e-17
3,1,3.37373238607306e-17
1,1,8.58991359896886e-18
2,1,1.31617974065238e-17
3,1,1.75458138887343e-17
1,1,8.08287611269244e-18
2,1,4.72943899326165e-17
3,1,8.15242740907192e-17
1,1,2.34470067051595e-17
2,1,7.55307162153331e-18
3,1,7.9649616920747e-18
1,1,7.31809339177984e-18
2,1,2.29557368166643e-17
3,1,3.33259555447943e-17
1,1,6.74272971916367e-17
2,1,7.20939317112551e-18
3,1,9.53204687188707e-18
1,1,5.49703056859083e-17
2,1,5.83616461561046e-17
3,1,6.92150608607099e-17
1,1,3.00114216928409e-17
2,1,6.97711880997096e-18
3,1,1.65494772630382e-17
1,1,6.522638806362e-18
2,1,1.39430247078433e-17
3,1,1.37097022953136e-17
1,1,1.77314690882574e-17
2,1,2.32634900356134e-17
3,1,2.30168184640618e-17
1,1,4.85116751281209e-17
2,1,4.96035742921655e-18
3,1,5.19002819734355e-18
1,1,4.59755285702356e-17
2,1,2.1481046651501e-17
3,1,2.84599860715846e-17
1,1,3.09416964047061e-17
2,1,3.15366418046563e-17
3,1,4.70800733879196e-17
1,1,7.09650512939404e-18
2,1,1.07922059721857e-17
3,1,2.60045480958263e-17
1,1,1.35360328634497e-17
2,1,5.84149198914843e-17
3,1,9.39983666529189e-17
1,1,2.8047520990201e-17
2,1,1.98218066907798e-17
3,1,4.88668914717873e-17
1,1,5.02915345276639e-17
2,1,2.95820224057468e-17
3,1,6.92755684217485e-17
1,1,4.82585163695254e-17
2,1,2.17480488884451e-17
3,1,2.72238967529543e-17
1,1,5.98272789025895e-17
2,1,2.18654580200748e-17
3,1,2.58670275299377e-17
1,1,1.18358344400211e-17
2,1,6.0495068081557e-17
3,1,6.4480633719306e-17
1,1,4.27421487077506e-17
2,1,1.69342144891743e-17
3,1,3.02606117007714e-17
1,1,7.02837079178327e-18
2,1,2.82391417974818e-17
3,1,4.78279147488034e-17
1,1,5.40743794872626e-17
2,1,4.6374624530575e-17
3,1,6.90372546016221e-17
1,1,6.71549897727729e-17
2,1,1.20117507278682e-17
3,1,2.85459383708669e-17
1,1,6.82599129919954e-18
2,1,1.00637389228414e-16
3,1,1.1914498691936e-16
1,1,7.84553024276088e-18
2,1,6.01860350077211e-18
3,1,8.33995727520819e-18
1,1,9.07634678006224e-18
2,1,6.35764436881108e-18
3,1,9.12484350012312e-18
1,1,4.10529903599358e-18
2,1,2.33953618592506e-17
3,1,2.52509018008938e-17
1,1,6.50676331249712e-17
2,1,1.18772753968247e-16
3,0.999999999999999,1.68120444459489e-16
1,1,2.23757707625699e-17
2,1,2.97828621577924e-17
3,1,5.70746180737209e-17
1,1,2.86037108312076e-17
2,1,2.09033274264746e-17
3,1,3.35473365564806e-17
1,1,8.58337939529317e-18
2,1,2.6702762080659e-17
3,1,1.39616538561945e-16
1,1,1.64610222753695e-17
2,1,5.12923867214424e-17
3,1,6.96641626783993e-17
1,1,4.45016326607108e-17
2,1,3.15556360796406e-17
3,1,6.75816842885127e-17
1,1,1.82985512659954e-17
2,1,4.77166433434132e-17
3,1,6.10913793398822e-17
1,1,7.09066086313911e-17
2,1,5.78145528357858e-17
3,1,6.10176972902669e-17
1,1,5.74379450433213e-17
2,1,9.43910812989179e-18
3,1,1.27005985066592e-17
1,1,4.08065238597668e-17
2,1,1.99553709636971e-17
3,1,4.72841050706713e-17
1,1,3.97714670980997e-17
2,1,1.7940999530859e-17
3,1,1.97148976918292e-17
1,1,5.96467819317822e-18
2,1,3.5834646565825e-17
3,1,5.87765849448962e-17
1,1,2.87650126888163e-17
2,1,5.99720587493773e-18
3,1,7.60398786754052e-18
1,1,1.27150923585436e-17
2,1,3.65335567686355e-17
3,1,6.02891405470067e-17
1,1,2.68146960961424e-17
2,1,2.24836540138678e-17
3,1,3.43855860790545e-17
1,1,7.99095967429584e-17
2,1,2.34900718828935e-17
3,1,2.33041854692833e-17
1,1,3.98792410386231e-17
2,1,8.45841034018228e-18
3,1,1.59176239727308e-17
1,1,7.81734957369887e-18
2,1,2.05003861808504e-17
3,1,4.72846180878823e-17
1,1,6.14493037115229e-17
2,1,8.23440829696549e-17
3,1,1.03018063302406e-16
1,1,1.81538837627799e-17
2,1,1.16102912102277e-17
3,1,4.62179887407167e-17
1,1,1.68870629066483e-17
2,1,6.34813967496354e-18
3,1,2.00856949409704e-17
1,1,2.25705548775869e-17
2,1,1.98382062988414e-17
3,1,2.69141779170716e-17
1,1,6.194300499692e-18
2,1,2.65668645804492e-17
3,1,4.2406403663999e-17
1,1,1.96328955342732e-17
2,1,1.90821847523391e-17
3,1,1.9950865730353e-17
1,1,4.31428097043024e-17
2,1,3.07914501287019e-17
3,1,5.51768395930327e-17
1,1,3.52005178863663e-17
2,1,2.15054805385728e-17
3,1,2.73077914940789e-17
1,1,2.1152548980266e-17
2,1,3.84245982766277e-17
3,1,8.08331710553147e-17
1,1,7.99545483151232e-17
2,1,3.11127004842505e-17
3,1,3.23227681088485e-17
1,1,4.48442196489404e-17
2,1,4.86937791928324e-18
3,1,1.30954203540923e-17
1,1,3.37727233343683e-17
2,1,3.15770469182554e-17
3,1,1.40794636641485e-16
1,1,4.13804397763703e-17
2,1,7.44785710596858e-17
3,1,1.16635937471295e-16
1,1,1.00000441511793e-17
2,1,4.86231771510363e-17
3,1,1.61537084329749e-16
1,1,2.3962684133565e-17
2,1,8.18896662423365e-17
3,1,8.50272293157965e-17
1,1,2.87216744280486e-17
2,1,4.04180288546308e-17
3,1,5.03971857343357e-17
1,1,3.60716753056573e-17
2,1,1.13521715455684e-17
3,1,1.18415412988977e-17
1,1,1.54978246957099e-17
2,1,2.49977379340648e-17
3,1,2.50692625667234e-17
1,1,6.58576068651355e-17
2,1,4.1493398755294e-17
3,1,1.74884987868308e-16
1,1,1.70078814883129e-17
2,1,2.48369405835898e-17
3,1,7.00360993671146e-17
1,1,1.9580305291032e-17
2,1,1.95895192736416e-17
3,1,2.0102488273956e-17
1,1,1.48601319095624e-17
2,1,1.92898254193112e-17
3,1,2.12132813225288e-17
1,1,5.17228228830057e-18
2,1,2.75228337974571e-17
3,1,3.72283468091134e-17
1,1,7.26784004914192e-17
2,1,6.33086461905148e-17
3,1,6.72447964018229e-17
1,1,2.34922982769594e-17
2,1,2.607052395462e-17
3,1,3.56291613475489e-17
1,1,3.68276554928067e-17
2,1,3.55089018458171e-17
3,1,7.5875954520637e-17
1,1,5.1388562599978e-17
2,1,9.36248172755873e-18
3,1,9.99260108829733e-18
1,1,6.73920494770665e-17
2,1,5.27073246954842e-17
3,1,2.19183229126814e-16
1,1,2.15768795773176e-17
2,1,8.10579392952165e-18
3,1,9.01483809175859e-18
1,1,7.03885234720682e-18
2,1,8.27704106393813e-18
3,1,1.55936529837842e-17
1,1,2.75758797734164e-17
2,1,3.12191748214519e-17
3,1,5.52376788182257e-17
1,1,1.1459933679678e-17
2,1,4.48639223499709e-17
3,1,4.53900139112979e-17
1,1,6.75698915552067e-17
2,1,1.70965894168729e-17
3,1,5.82742391067216e-17
1,1,2.21092252745349e-17
2,1,5.44262076072296e-17
3,1,7.59671204695252e-17
1,1,1.22395983591046e-17
2,1,5.07731190133449e-17
3,1,5.7773492373219e-17
1,1,2.1539828732884e-17
2,1,1.06659836359762e-17
3,1,1.07277730358657e-17
1,1,2.38668354269961e-17
2,1,6.0188398010877e-17
3,1,6.42473854856939e-17
1,1,4.13593596637799e-17
2,1,1.12545826835582e-17
3,1,1.7827903864316e-17
1,1,1.83979432850664e-17
2,1,5.02376238800055e-17
3,1,6.81616957094339e-17
1,1,1.8672151840178e-17
2,1,2.7545561891543e-17
3,1,3.13696282834589e-17
1,1,4.04537624270883e-18
2,1,6.27165271236344e-17
3,1,6.29865077427035e-17
1,1,1.92201118686382e-17
2,1,3.64737295257646e-17
3,1,4.21681671830678e-17
1,1,2.2402911854195e-17
2,1,1.88909914548507e-17
3,1,1.89266479113379e-17
1,1,1.03176144207437e-17
2,1,3.00754585729527e-17
3,1,6.29428823659246e-17
1,1,7.80760088738435e-17
2,1,3.77938378310815e-17
3,1,4.93225600110597e-17
1,1,2.04327671665876e-17
2,1,1.80799877619886e-17
3,1,2.91172583252045e-17
1,1,3.71125347521652e-17
2,1,4.25729347458437e-17
3,1,7.3485593624723e-17
1,1,7.2541409776299e-17
2,1,1.4344441076416e-17
3,1,2.1710929533287e-17
1,1,7.79551098168948e-17
2,1,9.18446322802953e-17
3,1,1.12481842077072e-16
1,1,5.77609742142328e-17
2,1,4.6396979958289e-17
3,1,7.11385827690685e-17
1,1,2.29330311804019e-17
2,1,5.7850858488533e-18
3,1,1.67022295623719e-17
1,1,2.41275428177009e-17
2,1,3.66743220529342e-17
3,1,8.28995330410738e-17
1,1,1.21599512175176e-17
2,1,1.54941965161417e-17
3,1,2.14339542542394e-17
1,1,1.02884722037333e-17
2,1,2.03632206374205e-17
3,1,2.30134977167554e-17
1,1,1.11307478024738e-16
2,1,2.42545501524841e-17
3,1,2.77748644140595e-17
1,1,2.41821086878515e-17
2,1,3.87470532773272e-17
3,1,4.97487380929081e-17
1,1,3.95418440866308e-17
2,1,3.69980693427376e-17
3,1,4.91931527003037e-17
1,1,3.14530205453861e-17
2,1,2.37140872703781e-17
3,1,2.53051635333326e-17
1,1,2.51753941349626e-17
2,1,8.25660277575737e-18
3,1,1.4624826426179e-17
1,1,3.66133552837773e-17
2,1,5.16290828584652e-17
3,1,7.85883445094566e-17
1,1,3.31408168925963e-17
2,1,3.22184156318182e-17
3,1,5.36822725349428e-17
1,1,7.03431978401251e-17
2,1,5.52292920924707e-17
3,1,7.24195769783226e-17
1,1,2.38735295282977e-17
2,1,7.41400234510256e-18
3,1,4.29282154551922e-17
1,1,1.73729292882001e-17
2,1,1.90041870073304e-17
3,1,2.23350637601369e-17
1,1,7.63206970643762e-18
2,1,2.20670770040097e-17
3,1,4.9553208626782e-17
1,1,9.61503191279833e-17
2,1,1.58912334412624e-17
3,1,2.01311377500694e-17
1,1,3.09550385874802e-17
2,1,5.42987874140651e-18
3,1,5.45660488001377e-18
1,1,5.09011712364424e-17
2,1,5.12407362501012e-18
3,1,1.20734491301809e-17
1,1,4.44027427291121e-17
2,1,1.90412244007785e-17
3,1,3.88660445604475e-17
1,1,8.27963182315067e-18
2,1,1.96206650179295e-17
3,1,2.18566509527375e-17
1,1,6.06164675742395e-17
2,1,2.54730722740585e-17
3,1,6.71378144459699e-17
1,1,1.8727670798407e-17
2,1,6.26042827557027e-17
3,1,1.50914949084002e-16
1,1,2.27911313902086e-17
2,1,6.90044451648672e-17
3,1,6.92790532052059e-17
1,1,6.85572715639818e-18
2,1,2.11344031045702e-17
3,1,2.59047467413903e-17
1,1,5.96873206957862e-17
2,1,2.69489800598955e-17
3,1,2.92832366867145e-17
1,1,2.38512323415185e-17
2,1,4.77300276660084e-17
3,1,1.10444105174938e-16
1,1,3.27587190424264e-17
2,1,5.14186493688363e-18
3,1,5.17373316367381e-18
1,1,5.98994713820095e-17
2,1,5.23674570514249e-18
3,1,8.41294999571334e-18
1,1,2.89971532345607e-17
2,1,1.69364546292905e-17
3,1,2.32146251109053e-17
1,1,1.33254870686319e-17
2,1,2.54161820372032e-17
3,1,2.59827354933039e-17
1,1,1.52735871443884e-17
2,1,1.19611345685319e-17
3,1,1.17650547221579e-17
1,1,2.28734949042521e-17
2,1,7.62509667516323e-18
3,1,1.84118398857138e-17
1,1,2.39021275980722e-17
2,1,4.32901837318952e-17
3,1,5.46252531324722e-17
1,1,4.62939854942285e-17
2,1,7.55612350375347e-18
3,1,1.56700024239861e-17
1,1,4.29999694275937e-18
2,1,3.22879794024457e-17
3,1,4.35368170008019e-17
1,1,1.77320263784112e-17
2,1,2.02314936557466e-17
3,1,5.16951069902679e-17
1,1,1.62109111034815e-17
2,1,9.52834208572093e-18
3,1,1.40963670016023e-17
